name;calories;proteins;carbs;fat;calcium;iron;vitamin_c
Oeuf, blanc (blanc d'oeuf), cuit;47.3;10.3;1.12;0.17;6.67;0.067;0.0
Oeuf, jaune (jaune d'oeuf), cuit;340.0;16.0;1.31;30.1;76.4;0.95;0.0
Oeuf dur;134.0;13.5;0.52;8.62;41.0;1.72;0.0
Oeuf poché;139.0;12.5;0.89;9.47;68.2;1.75;0.0
Oeuf à la coque;142.0;12.2;1.08;9.82;150.0;1.9;0.0
Oeuf brouillé, avec matière grasse;167.0;11.9;0.44;13.0;59.1;1.94;0.0
Oeuf au plat, sans matière grasse;157.0;14.6;1.4;10.4;53.1;2.0;0.0
Oeuf cru;140.0;12.8;0.06;9.83;76.8;1.75;0.0
Oeuf, blanc (blanc d'oeuf), cru;48.1;10.9;0.73;0.17;7.0;0.08;0.0
Oeuf, jaune (jaune d'oeuf), cru;307.0;15.5;1.09;26.7;50.2;0.7;0.0
Oeuf de caille, cru;154.0;13.1;0.41;11.1;64.0;3.65;0.0
Oeuf de cane, cru;181.0;12.8;1.45;13.8;64.0;3.85;0.0
Oeuf d'oie, cru;180.0;13.9;1.35;13.3;60.0;3.64;0.0
Oeuf de dinde, cru;166.0;13.7;1.13;11.9;99.0;4.1;0.0
Oeuf, jaune (jaune d'oeuf), en poudre;667.0;33.7;2.11;58.1;307.0;9.5;0.0
Oeuf, blanc (blanc d'oeuf), en poudre;356.0;81.1;7.8;0.0;62.0;0.15;0.0
Oeuf, en poudre;587.0;48.4;1.52;43.0;236.0;4.33;0.0
Omelette nature, faite maison;196.0;13.8;0.9;15.3;80.2;1.8;0.0
Omelette au fromage, faite maison;255.0;17.7;2.56;19.3;0.0;1.16;0.0
Omelette aux lardons, faite maison;267.0;12.5;1.46;23.5;48.2;1.39;0.0
Omelette aux champignons, faite maison;125.0;8.09;2.28;9.2;48.0;1.4;0.0
Omelette à la ciboulette, faite maison;147.0;9.5;1.98;11.2;86.0;1.83;0.0
Tortilla espagnole aux oignons (omelette aux pommes de terre et oignons), préemballée;165.0;5.56;11.7;9.9;26.0;0.64;1.98
Omelette, garnitures diverses : légumes, fromages, viandes... (aliment moyen);179.0;9.61;4.83;13.2;46.1;1.2;0.0
Lait de grand mélange, en vrac;64.4;3.21;4.65;3.66;119.0;0.05;1.5
Lait entier, cru;0.0;0.0;0.0;4.4;120.0;0.048;1.38
Lait entier (aliment moyen);63.9;3.35;4.78;3.49;119.0;0.043;1.1
Lait entier, UHT;64.6;3.39;4.77;3.55;119.0;0.0;0.0
Lait entier, pasteurisé;61.8;3.23;4.8;3.3;117.0;0.046;1.4
Lait demi-écrémé (aliment moyen);47.5;3.38;4.97;1.55;121.0;0.041;0.99
Lait demi-écrémé, UHT, enrichi en vitamine D;46.6;3.31;4.8;1.52;120.0;0.0;0.0
Lait à 1,2% MG, UHT, enrichi en vitamines;44.1;3.31;4.79;1.25;120.0;0.0;0.0
Lait, sans précision sur la teneur en matière grasse, UHT (aliment moyen);47.7;3.41;4.97;1.57;121.0;0.0;0.0
Lait demi-écrémé, UHT;47.7;3.41;5.0;1.56;121.0;0.0;0.0
Lait demi-écrémé, pasteurisé;46.4;3.13;4.9;1.54;119.0;0.041;1.6
Lait écrémé, UHT;34.4;3.53;5.01;0.021;119.0;0.0;0.0
Lait écrémé, pasteurisé;32.7;3.3;4.7;0.08;122.0;0.03;0.0
Lait demi-écrémé (ou à teneur en matière grasse légèrement inférieure), UHT,  à teneur réduite en lactose;44.4;3.38;4.69;1.29;120.0;0.0;0.0
Lait de chèvre, entier, UHT;64.6;2.9;4.2;4.02;125.0;0.076;1.15
Lait de chèvre, demi-écrémé, UHT;45.8;3.69;4.13;1.57;110.0;0.02;0.0
Lait de chèvre, entier, cru;57.4;3.15;4.01;3.2;107.0;0.17;0.0
Lait de jument, entier;50.0;2.36;6.22;1.73;87.4;0.065;15.0
Lait de brebis, entier;103.0;5.56;4.5;6.97;199.0;0.46;4.2
Lait de bufflesse, entier;0.0;0.0;5.1;7.35;160.0;0.2;3.0
Lait en poudre, entier;508.0;26.0;42.0;26.2;964.0;0.6;7.55
Lait concentré sans sucres ajoutés, entier;119.0;6.31;9.91;5.9;292.0;0.019;1.9
Lait concentré sucré, entier;327.0;7.54;56.5;7.87;290.0;0.19;2.6
Lait en poudre, demi-écrémé;459.0;30.8;43.4;17.5;996.0;0.49;0.0
Lait en poudre, écrémé;361.0;34.6;54.0;0.7;1260.0;0.32;6.2
Lait fermenté à boire, aromatisé, avec édulcorants, allégé en sucres, 0% MG, au L Casei;27.5;2.84;3.64;0.1;0.0;0.0;0.0
Lait fermenté ou yaourt à boire, aromatisé, sucré;65.9;3.09;10.7;0.89;140.0;0.27;0.0
Lait fermenté à boire, aromatisé, sucré, au L Casei;69.7;3.0;10.8;1.6;120.0;0.0;0.0
Lait fermenté ou yaourt à boire, aromatisé, sucré, enrichi en vitamine D;73.3;2.92;12.3;1.39;141.0;0.0;0.0
Lait fermenté ou yaourt à boire, aux fruits, sucré;84.6;2.85;11.9;2.49;133.0;0.13;0.0
Lait fermenté ou yaourt à boire, aux fruits, sucré, enrichi en vitamine D;74.0;2.84;12.4;1.42;206.0;0.0;0.0
Lait fermenté à boire, nature, sucré, au L Casei;69.6;3.0;10.8;1.6;120.0;0.0;0.0
Lait fermenté type yaourt au bifidus, aromatisé, sucré;86.5;3.78;10.8;2.81;135.0;0.0;0.0
Lait fermenté type yaourt au bifidus, aux fruits, 0% MG, avec édulcorants;48.1;4.58;6.71;0.094;155.0;0.0;0.0
Lait fermenté type yaourt au bifidus, aux fruits, sucré;87.7;3.69;10.8;2.83;139.0;0.0;7.42
Lait fermenté type yaourt aux esters de stérol, aux fruits, 0% MG, avec édulcorants;47.0;3.8;6.6;0.5;130.0;0.0;0.0
Lait fermenté type yaourt au bifidus, nature, 0% MG;42.9;4.3;5.75;0.3;149.0;0.0;0.0
Lait fermenté type yaourt au bifidus, nature;92.3;6.23;10.8;2.38;174.0;0.0;0.0
Yaourt à la grecque nature, au lait de brebis;124.0;4.72;4.28;9.78;158.0;0.0;0.0
Lait fermenté à boire, aromatisé, sucré,  enrichi en vitamine D, au L Casei;73.3;2.78;12.1;1.53;120.0;0.0;0.0
Yaourt à la grecque sur lit de fruits, sucré;126.0;2.29;14.4;6.53;104.0;0.07;0.0
Yaourt au lait de brebis, aromatisé, sucré;93.1;4.94;9.16;3.7;180.0;0.06;0.0
Yaourt au lait de brebis, nature, 3% MG environ;66.5;5.49;3.48;3.01;178.0;0.04;0.0
Yaourt au lait de brebis, sur lit de fruits, sucré;112.0;4.25;15.2;3.73;138.0;0.0;0.0
Yaourt au lait de chèvre, nature;74.4;4.19;2.53;4.9;164.0;0.2;1.0
Yaourt ou lait fermenté, sur lit de fruits, sucré;97.6;4.0;14.0;2.77;120.0;0.0;0.0
Yaourt ou lait fermenté, aromatisé, 0% MG, avec édulcorants;54.4;4.99;7.73;0.063;135.0;0.0;0.0
Yaourt ou lait fermenté, aromatisé, 0% MG, avec édulcorants, enrichi en vitamine D;52.3;4.49;7.75;0.39;139.0;0.0;0.0
Yaourt ou lait fermenté, aromatisé, sucré;86.1;3.09;12.7;2.25;123.0;0.0;0.0
Yaourt ou lait fermenté, aromatisé, à la crème, sucré;123.0;2.92;13.0;6.59;145.0;0.04;0.0
Yaourt ou lait fermenté, aromatisé, sucré, enrichi en vitamine D;71.4;3.09;11.7;1.06;137.0;0.0;0.0
Yaourt ou lait fermenté, aux céréales;111.0;3.57;16.0;3.43;125.0;0.19;0.55
Yaourt ou lait fermenté, aux copeaux de chocolat, à la crème, sucré;126.0;3.54;14.9;5.52;120.0;0.3;0.2
Yaourt ou lait fermenté, aux fruits, 0% MG, avec édulcorants;45.1;4.29;5.66;0.0;160.0;0.0;4.95
Yaourt ou lait fermenté, aux fruits, 0% MG, avec édulcorants, enrichi en vitamine D;45.5;4.23;6.0;0.0;161.0;0.0;0.0
Yaourt ou lait fermenté, aux fruits, sucré;88.9;3.17;12.6;2.41;118.0;0.0;0.0
Yaourt ou lait fermenté, aux fruits, à la crème, sucré;113.0;2.67;13.4;5.1;104.0;0.0;0.0
Yaourt ou lait fermenté, aux fruits, sucré, enrichi en vitamine D;89.5;3.26;12.3;2.65;119.0;0.0;0.0
Yaourt ou lait fermenté, nature;50.1;3.75;4.26;1.68;137.0;0.0;0.0
Yaourt ou lait fermenté, nature, 0% MG;39.1;4.08;4.89;0.0;152.0;0.0;0.0
Yaourt ou lait fermenté, nature, 0% MG, enrichi en vitamine D;38.5;4.49;4.86;0.19;141.0;0.0;0.0
Yaourt ou lait fermenté, nature, à la crème;107.0;3.16;3.8;8.5;113.0;0.0;0.0
Yaourt ou lait fermenté, nature, sucré;81.7;2.86;10.7;2.81;114.0;0.0;0.0
Yaourt ou lait fermenté, nature, sans précision sur teneur en matière grasse et sucre (aliment moyen);62.3;3.85;5.85;2.3;137.0;0.13;0.99
Yaourt ou lait fermenté, nature ou aux fruits (aliment moyen);72.9;3.62;7.98;2.6;132.0;0.11;1.3
Yaourt ou lait fermenté, aux fruits (aliment moyen);91.2;3.22;11.7;3.12;121.0;0.085;1.88
Spécialité laitière riche en protéines, sur lit de fruits, sucrée;97.6;7.31;11.5;2.29;110.0;0.06;0.0
Yaourt ou lait fermenté, aromatisé ou aux fruits, 0% MG (aliment moyen);47.2;4.45;6.14;0.053;154.0;0.0;4.75
Yaourt ou lait fermenté, aromatisé ou aux fruits, non allégé en matière grasse (aliment moyen);91.6;3.09;12.5;2.92;122.0;0.11;1.11
Yaourt ou lait fermenté, aromatisé ou aux fruits, avec édulcorants (aliment moyen);47.2;4.45;6.14;0.053;154.0;0.0;4.75
Yaourt ou lait fermenté, aromatisé ou aux fruits, sucré (aliment moyen);91.9;3.09;12.6;2.94;122.0;0.11;1.11
Yaourt ou lait fermenté, aromatisé ou aux fruits, non allégé en matière grasse, sucré (aliment moyen);91.8;3.09;12.6;2.94;122.0;0.11;1.11
Yaourt ou lait fermenté, aromatisé ou aux fruits (aliment moyen);87.5;3.23;11.9;2.65;125.0;0.11;1.41
Yaourt ou lait fermenté, nature, enrichi en vitamine D;63.4;4.23;4.4;2.85;139.0;0.0;0.0
Spécialité laitière riche en protéines, nature;74.5;9.1;3.45;2.7;109.0;0.0;0.0
Yaourt ou lait fermenté, nature, sucré, enrichi en vitamine D;85.4;3.03;10.9;3.02;106.0;0.0;0.0
Yaourt au lait de chèvre, aux fruits, sucré;99.9;3.75;11.6;4.29;130.0;0.0;0.0
Yaourt au lait de chèvre, sur lit de fruits, sucré;107.0;3.77;13.2;4.38;125.0;0.0;0.0
Yaourt ou lait fermenté, sur lit de fruits, à la crème, sucré;126.0;2.51;14.2;6.47;0.0;0.0;0.0
Lait fermenté à boire ou lait ribot, nature, maigre;36.2;3.26;3.87;0.54;160.0;0.0;1.25
Lait fermenté à boire ou lait ribot, nature, au lait entier;52.7;3.31;1.99;3.2;124.0;0.05;0.3
Yaourt à la grecque nature;103.0;2.96;3.73;8.16;116.0;0.0;0.0
Yaourt à la grecque aromatisé, sucré;134.0;2.34;14.2;7.49;158.0;0.0;0.0
Kéfir de lait;61.1;3.13;4.5;3.4;127.0;0.05;0.3
Yaourt au lait de brebis, nature, 6% MG environ;98.9;5.31;3.98;6.77;170.0;0.0;0.0
Fromage blanc, nature ou aux fruits (aliment moyen);80.0;6.87;6.34;2.83;134.0;0.0;0.0
Fromage frais type petit suisse, aromatisé chocolat, sucré;165.0;4.13;22.5;6.48;144.0;0.0;0.0
Faisselle au coulis de fruits;93.0;3.5;8.5;5.0;0.0;0.0;0.0
Faisselle, 0% MG;36.8;4.43;4.65;0.05;120.0;0.0;0.0
Faisselle, 6% MG environ;83.6;4.38;3.36;5.5;130.0;0.0;0.0
Fromage blanc et crème fouettée, sur lit de fruits, sucré;145.0;4.5;16.0;7.0;88.2;0.0;0.0
Fromage blanc, nature, 0% MG;48.4;7.19;4.22;0.0;150.0;0.0;0.0
Fromage blanc, nature, 0% MG, enrichi en vitamine D;49.6;7.41;4.76;0.1;191.0;0.0;0.0
Fromage blanc, nature, 2-3% MG;75.7;7.13;3.86;3.23;131.0;0.0;0.0
Fromage blanc, nature, 2-3% MG, enrichi en vitamine D;75.5;6.18;4.87;3.12;200.0;0.0;0.0
Fromage blanc et crème fouettée, nature;133.0;6.59;3.8;9.94;114.0;0.0;0.0
Fromage blanc ou spécialité laitière, aux copeaux de chocolat, 7-8% MG, sucré;152.0;5.98;16.3;6.93;0.0;0.0;0.0
Fromage blanc ou spécialité laitière, aux fruits, 0% MG, sucré;80.3;7.27;12.8;0.0;120.0;0.0;0.0
Fromage blanc ou spécialité laitière, aux fruits, 2-3% MG, sucré;98.3;6.02;12.0;2.86;180.0;0.0;0.0
Fromage blanc ou spécialité laitière, aux fruits, 6-7% MG, sucré;139.0;5.46;14.4;6.55;120.0;0.0;0.0
Fromage blanc ou spécialité laitière, sur lit de fruits, 7-8% MG, sucré;129.0;4.05;12.8;6.91;0.0;0.0;0.0
Fromage frais type petit suisse, nature, 0% MG;56.5;9.7;4.2;0.1;127.0;0.0;0.0
Fromage frais type petit suisse, nature, 4% MG environ;88.0;9.52;3.11;3.9;103.0;0.14;0.0
Mousse de fromage blanc sur lit de fruits, 0% MG, avec édulcorants, enrichie en calcium et vitamine D;56.2;6.35;6.0;0.45;120.0;0.0;0.0
Fromage frais type petit suisse, nature, 10% MG environ;137.0;9.01;2.61;9.89;105.0;0.0;0.0
Fromage blanc ou spécialité laitière, aux fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D;53.7;6.4;6.45;0.1;120.0;0.0;0.0
Fromage blanc ou spécialité laitière, aromatisé, 0% MG, avec édulcorants, sucré, enrichi en vitamine D;53.7;6.5;6.7;0.1;120.0;0.0;0.0
Fromage blanc ou spécialité laitière, aromatisé, 0% MG, avec édulcorants, sucré;47.3;5.6;6.0;0.05;0.0;0.0;0.0
Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sucré, enrichi en vitamine D;52.8;6.3;6.0;0.4;129.0;0.0;0.0
Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, avec édulcorants, sans sucres ajoutés, enrichi en vitamine D;53.0;6.77;5.63;0.17;129.0;0.0;0.0
Fromage blanc ou spécialité laitière, aromatisé, 0% MG, avec édulcorants, sans sucres ajoutés;45.6;7.5;3.9;0.0001;0.0;0.0;0.0
Fromage blanc, nature, 7-8% MG;116.0;5.44;5.87;7.63;120.0;0.0;0.0
Fromage blanc, nature, au lait de brebis, 5% MG environ;92.5;6.22;4.29;5.61;210.0;0.0;0.0
Fromage blanc, nature, au lait de chèvre, 7% MG environ;98.3;6.42;3.04;6.73;0.0;0.0;0.0
Fromage blanc ou spécialité laitière, aromatisé, 0% MG, sucré;76.9;6.86;12.3;0.05;120.0;0.0;0.0
Fromage blanc ou spécialité laitière, aromatisé, 2-3% MG, sucré;98.7;6.08;12.8;2.59;120.0;0.0;0.0
Fromage blanc, nature, 2-3% MG, sucré;101.0;7.5;10.9;3.09;0.0;0.0;0.0
Fromage blanc ou spécialité laitière, aromatisé, 7-8% MG, sucré;131.0;5.18;12.8;6.57;120.0;0.0;0.0
Fromage frais type petit suisse, aux fruits, 2-3% MG, sucré;101.0;6.26;12.9;2.64;150.0;0.0;0.0
Fromage frais type petit suisse, aux fruits, 2-3% MG, sucré, enrichi en vitamine D;57.6;3.36;4.68;2.44;131.0;0.0;0.0
Fromage frais type petit suisse, aromatisé, 2-3% MG, sucré;92.7;5.84;12.3;2.23;143.0;0.0;0.0
Fromage frais type petit suisse, aromatisé, 2-3% MG, sucré, enrichi en vitamine D;90.2;4.79;12.2;2.48;150.0;0.0;0.0
Fromage blanc ou spécialité laitière, sur lit de fruits, 0% MG, sucré;78.6;7.92;11.5;0.089;112.0;0.0;0.0
Crème dessert, allégée en matière grasse, rayon frais;78.2;3.58;12.6;1.1;127.0;0.0;0.0
Flan aux oeufs, rayon frais;113.0;4.14;17.7;2.74;86.3;0.35;0.0
Lait emprésuré aromatisé, rayon frais;111.0;4.55;16.0;3.03;208.0;0.0;0.0
Lait gélifié aromatisé, nappé caramel, rayon frais;91.4;2.5;16.8;1.05;93.0;0.0;0.0
Lait gélifié aromatisé, rayon frais;124.0;3.32;19.5;3.53;120.0;0.61;0.0
Liégeois ou viennois (chocolat, café, caramel ou vanille), rayon frais;139.0;3.03;16.1;6.48;92.5;1.1;0.0
Oeufs au lait, rayon frais;124.0;4.92;14.7;5.08;0.0;0.0;0.0
Panna cotta, avec préparations de fruits ou caramel, rayon frais;192.0;2.63;15.9;12.1;75.8;0.0;0.0
Spécialité laitière ou dessert lacté, aromatisé, à faible teneur en matière grasse, sucré, avec édulcorants, rayon frais;75.5;3.73;11.9;1.05;122.0;0.0;0.0
Gâteau de semoule aux raisins et caramel, rayon frais;146.0;3.79;24.5;3.57;64.0;0.35;0.0
Gâteau de riz au caramel, rayon frais;144.0;3.3;25.4;3.17;63.0;0.3;0.0
Milkshake, de restauration rapide;126.0;3.32;17.4;4.66;114.0;0.29;0.8
Crème dessert au chocolat, rayon frais;121.0;3.39;17.9;3.55;113.0;1.8;0.0
Mousse au chocolat (base laitière), rayon frais;155.0;4.95;20.3;5.45;149.0;4.64;0.0
Crème caramel, rayon frais;155.0;4.65;21.0;5.74;84.9;0.32;0.0
Crème aux oeufs (petit pot de crème chocolat, vanille, etc.), rayon frais;162.0;4.25;17.5;8.1;94.2;1.1;0.0
Riz au lait vanille, cannelle ou nature, rayon frais;121.0;2.94;18.9;3.4;73.9;0.0;0.0
Crème brûlée, rayon frais;269.0;4.35;17.5;20.1;64.3;0.8;0.0
Crème dessert à la vanille, appertisée;133.0;3.77;21.1;3.62;115.0;0.8;0.2
Ile flottante, rayon frais;131.0;4.6;21.4;3.05;97.0;0.4;0.0
Semoule au lait, rayon frais;132.0;3.34;18.9;4.73;83.7;0.0;0.5
Crème dessert à la vanille, rayon frais;103.0;2.92;16.2;2.88;107.0;0.0;0.0
Crème dessert, rayon frais (aliment moyen);138.0;3.43;17.4;5.82;102.0;1.02;0.0
Mousse liégeoise (chocolat, café, caramel ou vanille), rayon frais;177.0;3.67;19.2;9.35;0.0;0.0;0.0
Crème dessert au café, rayon frais;118.0;2.8;17.3;4.09;0.0;0.0;0.0
Crème dessert au caramel, rayon frais;108.0;2.83;18.1;2.68;102.0;0.0;0.0
Mousse aux fruits, au fromage frais, 0% MG, sucrée, avec édulcorants, enrichie en calcium, rayon frais;51.7;6.13;5.51;0.0;140.0;0.08;0.0
Mousse aux fruits, au fromage frais, sucrée, rayon frais;144.0;4.92;14.4;7.39;120.0;0.3;0.0
Riz au lait, au caramel, rayon frais;146.0;2.89;24.5;4.0;0.0;0.0;0.0
Riz au lait, rhum raisins, rayon frais;133.0;2.97;22.3;3.44;0.0;0.0;0.0
Mousse au chocolat ou café, sur ganache, rayon frais;360.0;4.49;17.5;29.7;0.0;0.0;0.0
Crème dessert au chocolat et billes de céréales chocolatées, rayon frais;140.0;3.78;22.5;3.78;0.0;0.0;0.0
Crème dessert, appertisée (aliment moyen);136.0;3.46;21.5;3.51;102.0;1.09;1.14
Crème dessert au chocolat, appertisée;138.0;3.18;21.8;3.42;89.7;1.35;2.0
Crème dessert, rayon frais ou appertisée (aliment moyen);138.0;3.43;17.6;5.75;102.0;1.02;0.87
Tiramisu au café, rayon frais;242.0;4.25;30.2;9.8;94.0;0.68;0.0
Tiramisu aux fruits, rayon frais;220.0;3.62;32.1;8.27;0.0;0.0;0.0
Mousse à la crème de marrons, rayon frais;207.0;2.13;34.4;6.5;36.0;0.19;0.0
Profiteroles (crème pâtissière et sauce chocolat), rayon frais;251.0;5.06;31.1;11.4;0.0;0.0;0.0
Mousse au chocolat traditionnelle, rayon frais;319.0;7.23;23.8;21.1;0.0;0.0;0.0
Clafoutis aux fruits, rayon frais;198.0;5.1;29.4;6.39;84.0;0.57;0.0
Liégeois aux fruits, rayon frais;145.0;1.15;17.7;7.26;36.0;0.35;6.51
Fondant au chocolat noir et crème anglaise, rayon frais;211.0;4.5;19.0;13.0;0.0;0.0;0.0
Gâteau au chocolat, coeur fondant, rayon frais;373.0;6.56;41.2;19.5;0.0;0.0;0.0
Pain perdu;226.0;6.0;30.8;8.45;104.0;1.94;0.3
Lait de poule, sans alcool;87.8;4.46;8.05;4.19;130.0;0.2;1.5
Crème pâtissière instantanée, reconstituée;120.0;3.79;18.0;3.6;105.0;0.64;0.93
Dessert au soja, aux fruits, sucré, enrichi en calcium, fermenté, rayon frais;86.2;3.0;12.9;2.3;87.0;0.43;0.0
Dessert au soja, nature, sans sucres ajoutés, non enrichi, fermenté, rayon frais;44.7;4.13;2.05;1.9;12.0;0.4;0.0
Dessert au soja, nature, sans sucres ajoutés, enrichi en calcium, fermenté, rayon frais;42.0;3.94;1.1;2.1;120.0;0.47;0.0
Dessert au soja, aux fruits, sucré, non enrichi, fermenté, rayon frais;78.0;3.63;11.0;1.7;36.0;0.41;0.0
Dessert au soja, aux amandes, sucré, enrichi en vitamines et minéraux, fermenté, rayon frais;56.0;4.0;2.85;2.8;58.0;0.42;0.0
Dessert au soja, aromatisé, sucré, enrichi en calcium, rayon frais;95.0;3.56;15.3;1.9;120.0;1.1;0.0
Dessert au soja, aromatisé, sucré, non enrichi, rayon frais;93.1;3.0;16.0;1.7;16.0;0.79;0.0
Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), aromatisé, sucré, non enrichi, rayon frais;148.0;2.0;15.8;8.0;17.0;1.3;0.0
Dessert végétal sans soja (coco, riz), aux fruits, sucré, enrichi en calcium, fermenté, rayon frais;75.1;0.25;16.0;1.0;50.0;0.15;0.0
Dessert au soja, aromatisé, sucré, enrichi en calcium et vitamine D, rayon frais;95.6;3.25;15.3;2.05;120.0;0.0;0.0
Dessert au soja, aux fruits, sucré, enrichi en calcium et vitamine D, fermenté, rayon frais;85.1;3.03;13.8;1.68;120.0;0.0;0.0
Dessert végétal sans soja (amande, avoine, chanvre, coco, riz), nature, sans sucres ajoutés, non enrichi, rayon frais;150.0;1.45;6.7;13.0;0.0;0.0;0.0
Dessert végétal sans soja, rayon frais (aliment moyen);148.0;2.0;15.8;8.0;17.0;1.3;0.0
Dessert au soja, rayon frais (aliment moyen);67.2;3.71;8.19;1.8;41.1;0.46;0.0
Mousse au chocolat végétale, rayon frais;262.0;6.69;24.3;14.0;34.0;6.0;0.0
Mélange de fromages râpés (ex : spécial gratins, spécial pâtes, spécial pizzas…);386.0;31.4;0.15;28.9;0.0;0.0;0.0
Fromage (aliment moyen);324.0;20.6;0.71;26.3;553.0;0.23;0.0
Camembert, sans précision sur le type de lait (pasteurisé ou cru);280.0;19.1;0.0;22.5;439.0;0.22;0.0
Fromage à pâte molle et croûte fleurie, non allégé en matière grasse (type camembert);271.0;19.3;0.0;21.5;0.0;0.0;0.0
Fromage à pâte molle et croûte fleurie, allégé en matière grasse (type camembert);178.0;22.2;1.07;9.3;521.0;0.13;0.0
Camembert au lait cru ou thermisé;267.0;20.3;0.0;20.3;380.0;0.09;0.0
Camembert au lait pasteurisé;275.0;18.8;1.29;21.5;476.0;0.0;0.0
Fromage à pâte molle et croûte fleurie, double crème environ 30% MG;346.0;16.3;0.64;30.9;388.0;0.25;0.0
Coulommiers;280.0;18.4;0.0;23.0;382.0;0.23;0.0
Fromage à pâte molle type carré ou brique, à croûte fleurie, non allégé en matière grasse;330.0;17.4;0.0;28.8;448.0;0.0;0.0
Brie, sans précision;345.0;17.3;0.68;30.4;420.0;0.42;0.0
Brie de Meaux;276.0;21.0;1.17;20.7;310.0;0.15;0.0
Brie de Melun;288.0;21.6;0.0;22.2;180.0;0.08;0.0
Carré de l'Est;318.0;18.0;0.83;27.0;450.0;0.0;0.0
Chaource;278.0;17.0;0.58;22.9;110.0;0.06;0.0
Maroilles, laitier;338.0;21.8;0.0;27.8;0.0;0.0;0.0
Maroilles, fermier;349.0;20.8;0.0;29.5;0.0;0.0;0.0
Neufchâtel;300.0;17.8;0.0;25.5;74.5;0.07;0.0
Fromage à pâte molle, triple crème, environ 38% MG;380.0;10.3;1.05;37.2;415.0;0.3;0.0
Fromage à pâte molle et croûte lavée (aliment moyen);313.0;19.6;0.42;25.9;450.0;0.26;0.0
Fromage à pâte molle et croûte lavée, allégé en matière grasse;200.0;21.2;1.0;12.4;420.0;0.0;0.0
Maroilles, sans précision;325.0;21.5;0.0;26.4;580.0;0.09;0.0
Livarot;301.0;24.1;0.0;22.6;730.0;0.07;0.0
Époisses;286.0;17.3;0.0;24.0;120.0;0.21;0.0
Munster;324.0;20.0;0.7;26.8;350.0;0.41;0.0
Langres;286.0;16.4;1.13;23.8;160.0;0.05;0.0
Fromage à pâte molle et croûte lavée, non allégé en matière grasse;311.0;19.9;0.0;25.7;520.0;0.27;0.0
Pont l'Évêque;326.0;22.2;0.0;26.2;660.0;0.07;0.0
Reblochon;322.0;19.9;0.0;26.9;471.0;0.32;0.0
Saint-Marcellin;280.0;14.8;0.0;24.3;140.0;0.05;0.0
Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée;336.0;17.8;1.0;29.0;450.0;0.2;0.0
Mont d'or ou vacherin du Haut-Doubs (produit en France) ou vacherin-Mont d'Or (produit en Suisse);293.0;17.5;0.54;24.6;491.0;0.0;0.0
Saint-Félicien;281.0;13.1;0.0;25.2;110.0;0.04;0.0
Fromage pour tartiflette (pâte molle et croûte mixte);320.0;19.8;0.72;26.4;495.0;0.0;0.0
Boulette d'Avesne;355.0;20.5;0.0;30.0;600.0;0.47;0.0
Fromage de brebis corse à pâte molle;426.0;20.0;0.0;38.4;576.0;0.21;0.0
Fromage de chèvre lactique affiné, type palet, crottin ou bûchette;308.0;20.3;1.24;24.7;112.0;0.25;0.0
Sainte-Maure de Touraine (fromage de chèvre);286.0;18.1;1.12;23.3;122.0;0.3;0.0
Fromage de chèvre demi-sec;353.0;21.1;0.0;29.8;145.0;1.62;0.0
Fromage de chèvre bûche;285.0;18.4;0.0;23.3;190.0;0.22;0.0
Fromage de chèvre bûche, allégé en matière grasse;183.0;22.1;1.0;10.0;183.0;0.1;0.0
Fromage de chèvre à pâte molle non pressée non cuite et croûte naturelle;286.0;19.1;0.72;23.0;445.0;0.0;0.0
Fromage de chèvre sec;440.0;29.9;0.0;35.6;895.0;1.88;0.0
Fromage de chèvre à pâte molle et croûte fleurie (type camembert, cabécou);288.0;18.6;0.0;23.8;417.0;0.31;0.0
Fromage de brebis à pâte molle et croûte fleurie;297.0;17.6;0.0;25.2;487.0;0.0;0.0
Chabichou (fromage de chèvre);305.0;19.0;1.5;24.8;104.0;0.35;0.0
Pélardon (fromage de chèvre);343.0;23.3;0.0;27.8;147.0;0.37;0.0
Crottin de chèvre, au lait cru;384.0;22.7;0.0;32.6;141.0;0.4;0.0
Crottin de chèvre, sans précision sur le type de lait - pasteurisé ou cru -;344.0;21.9;1.0;28.0;107.0;0.22;0.0
Crottin de Chavignol (fromage de chèvre);318.0;20.3;1.28;25.8;147.0;0.28;0.0
Picodon (fromage de chèvre);313.0;19.5;1.0;25.6;126.0;0.28;0.0
Pouligny Saint-Pierre (fromage de chèvre);286.0;17.3;1.38;23.5;100.0;0.33;0.0
Sainte-Maure (fromage de chèvre);298.0;19.6;0.91;24.0;165.0;0.1;0.0
Selles-sur-Cher (fromage de chèvre);289.0;18.4;1.17;23.5;161.0;0.0;0.0
Chevrot (fromage de chèvre);263.0;16.9;1.42;21.1;92.9;0.23;0.0
Rocamadour (fromage de chèvre);274.0;17.7;0.93;22.2;102.0;0.2;0.0
Valençay (fromage de chèvre);295.0;18.5;0.64;24.3;120.0;0.19;0.0
